tour,team_home,team_away,time,champ,team_home_substitution,team_home_reserved,team_home_yellow_cards,team_home_squad,team_home_red_cards,team_away_substitution,team_away_reserved,team_away_yellow_cards,team_away_squad,team_away_red_cards,team_home_score,team_away_score,target
34,team23,team310,2012-04-16,champ2,,,,,,,,,,,1,2,2
22,team136,team59,2011-02-12,champ4,,,,,,,,,,,1,1,0
2,team186,team104,2016-07-31,champ14,,,,,,,,,,,4,3,1
15,team319,team6,2012-11-30,champ4,,,,,,,,,,,4,0,1
9,team232,team0,2017-10-29,champ5,,,,,,,,,,,0,1,2
20,team210,team301,2016-01-31,champ10,,,,,,,,,,,3,1,1
14,team95,team89,2014-12-06,champ4,"player142932, player24188, player165792","player7932, player182573, player158487, player192533","player109113, player156290","player197154, player7338, player156383, player202067, player109113, player203187, player48853, player202905, player194446, player81975, player28239",,"player60455, player12436, player201024","player47489, player83884, player74223, player196003",,"player20738, player150907, player208476, player123738, player100971, player36807, player138331, player211129, player43370, player84103, player130709",,1,3,2
13,team316,team128,2016-11-20,champ8,,,,,,,,,,,3,0,1
5,team127,team13,2015-08-15,champ0,,,,,,,,,,,2,0,1
27,team214,team266,2012-03-04,champ2,"player20488, player8753, player99042",,"player72109, player163813, player14307, player37672, player173474","player91587, player86142, player158825, player163813, player37672, player177872, player72109, player48483, player173474, player164568, player14378",,"player81427, player85519, player28300",,"player105131, player80302, player41156","player115637, player17171, player172613, player149695, player80302, player95881, player41156, player128389, player105131, player162264, player21110","player162264, player80302",1,1,0
9,team311,team243,2015-12-02,champ10,,,,,,,,,,,0,4,2
10,team60,team161,2009-10-24,champ4,,,,,,,,,,,0,0,0
4,team144,team333,2010-09-22,champ6,,,,,,,,,,,2,0,1
26,team293,team135,2013-02-09,champ2,,,,,,,,,,,4,1,1
12,team73,team296,2009-11-29,champ13,,,,,,,,,,,3,3,0
5,team306,team141,2015-09-12,champ3,,,,,,,,,,,1,3,2
15,team343,team96,2014-11-30,champ3,,,,,,,,,,,2,0,1
14,team342,team176,2009-11-29,champ2,,,,,,,,,,,0,2,2
32,team191,team310,2010-03-29,champ2,,,,,,,,,,,3,0,1
25,team49,team78,2010-02-06,champ2,,,,,,,,,,,2,1,1
21,team320,team336,2010-02-06,champ4,,,,,,,,,,,0,0,0
20,team202,team194,2015-01-09,champ3,,,,,,,,,,,2,1,1
9,team52,team305,2011-10-23,champ2,"player153356, player4551, player47812","player16690, player196533, player139012","player122320, player100473, player150010, player4551","player150154, player130834, player157302, player64064, player136220, player122320, player38955, player100473, player186118, player150010, player193212",,"player153156, player54006","player91986, player158265, player98309, player171665, player133299",player153156,"player187044, player31214, player72763, player179487, player13708, player18292, player135296, player210904, player116989, player97634, player2920",,1,2,2
11,team14,team260,2014-10-25,champ11,"player136736, player68599, player163657",,player56776,"player42779, player198130, player171149, player31736, player184096, player15790, player56776, player85978, player71747, player129192, player139578",,"player147069, player31055, player61769",,"player41889, player30812","player140882, player19044, player26358, player45629, player174908, player62036, player46716, player41889, player73995, player30812, player141704",,2,0,1
8,team320,team60,2011-10-01,champ4,"player30827, player126238, player74223",,"player91003, player185510","player18673, player91003, player18353, player17890, player119901, player1302, player143851, player185510, player203432, player104779, player164568",,"player25002, player127332, player191769",,"player108749, player25002","player202722, player35053, player51058, player203031, player151466, player127064, player108749, player11461, player210137, player51764, player189686",,2,0,1
6,team17,team306,2015-09-19,champ3,,,,,,,,,,,1,0,1
9,team247,team88,2014-09-20,champ0,,,,,,,,,,,3,0,1
19,team87,team150,2013-12-07,champ11,,,,,,,,,,,1,2,2
8,team127,team105,2015-09-12,champ0,,,,,,,,,,,4,2,1
35,team293,team291,2015-05-02,champ2,,,,,,,,,,,2,0,1
25,team160,team200,2015-02-28,champ6,,,,,,,,,,,0,0,0
4,team93,team161,2011-08-27,champ4,"player205248, player42708","player114478, player28805, player149256, player172461, player22127",player11111,"player61040, player36341, player11111, player209917, player144890, player58869, player173073, player210184, player165129, player138822, player166475",,"player141256, player83584, player105036","player193979, player104798, player111302, player153414","player28165, player149474","player33699, player9838, player206577, player55136, player149474, player139134, player210480, player198875, player28165, player95489, player126755",,3,4,2
34,team139,team309,2013-04-27,champ6,,,,,,,,,,,0,1,2
20,team80,team108,2016-01-26,champ8,,,,,,,,,,,1,1,0
12,team352,team258,2010-11-13,champ6,,,,,,,,,,,1,1,0
4,team183,team96,2014-08-30,champ3,,,,,,,,,,,4,0,1
10,team152,team297,2015-09-27,champ11,,,,,,,,,,,1,1,0
16,team128,team1,2015-12-13,champ8,,,,,,,,,,,2,1,1
33,team64,team33,2014-05-03,champ4,,,,,,,,,,,0,1,2
28,team192,team191,2014-03-25,champ2,"player73007, player32376, player207196","player98553, player31697, player209629, player185233",player182798,"player212043, player204312, player55612, player146634, player183000, player83465, player182798, player78186, player110693, player180924, player154669",,"player41461, player115177, player125235","player134240, player97989, player85386, player71690","player86809, player183670","player190069, player86809, player83807, player155778, player53164, player177314, player123285, player183670, player163203, player124287, player54737",,0,3,2
15,team307,team71,2011-11-26,champ3,"player164288, player27310",,player52088,"player965, player86963, player103268, player1285, player126428, player111942, player52088, player58089, player170875, player164872, player148332",,"player171768, player62732, player110401",,player73092,"player137243, player175992, player70744, player9251, player110833, player50710, player45122, player84150, player73092, player1695, player157245",,2,0,1
26,team14,team313,2014-04-18,champ11,"player128117, player126131, player80655",,"player198130, player80655","player124161, player20256, player198130, player31736, player184096, player44471, player33996, player85978, player171754, player129192, player76368",,"player20202, player167660, player176849",,player159588,"player65658, player132586, player51133, player193121, player126810, player13067, player159588, player63404, player102033, player44079, player107304",,0,2,2
37,team322,team266,2012-05-06,champ2,,,,,,,,,,,2,1,1
2,team51,team52,2010-08-21,champ2,,,,,,,,,,,2,1,1
34,team331,team120,2012-03-09,champ11,,,,,,,,,,,1,1,0
4,team60,team93,2015-09-11,champ4,,,,,,,,,,,0,3,2
20,team211,team178,2011-01-15,champ3,,,,,,,,,,,0,2,2
37,team118,team307,2012-05-13,champ3,"player87197, player14285",,"player158960, player33894","player147626, player57205, player16391, player33894, player112797, player158960, player27046, player88212, player22607, player92756, player173201",,"player29724, player20594, player5510",,"player103268, player1285","player965, player86963, player103268, player1285, player126428, player164288, player147226, player164872, player76931, player148332, player169735",,1,1,0
18,team141,team207,2011-12-17,champ3,"player181603, player175950, player123832",,"player9070, player166655","player171806, player162315, player207500, player33276, player166655, player125998, player31596, player9070, player97155, player128088, player187249",,player94405,,"player158338, player57367, player157504, player13661, player15451","player13661, player157504, player100443, player9720, player74440, player158487, player76983, player57419, player97419, player15451, player126275",,1,2,2
8,team30,team276,2013-10-06,champ13,,,,,,,,,,,2,1,1
26,team207,team279,2013-02-23,champ3,,,,,,,,,,,0,3,2
16,team329,team220,2012-12-15,champ13,"player58366, player7909, player39831",,"player100249, player96439, player116378, player32602","player117364, player106772, player100249, player34228, player1626, player32602, player136580, player17629, player116378, player175333, player96439",,"player23396, player158982, player173291",,"player124028, player166009, player158982, player143799","player9965, player185132, player12607, player49985, player12146, player143799, player162432, player124028, player100621, player166009, player126483",player12146,1,1,0
2,team42,team189,2015-08-29,champ13,"player146871, player158265, player111494","player172435, player18130, player206043, player48212",,"player27541, player35565, player30439, player69884, player110391, player6984, player161440, player145254, player169337, player113939, player125345",,"player7112, player199836, player195267","player132813, player25625, player208312, player61479",player114147,"player75341, player34784, player10711, player149894, player114239, player173563, player147995, player194831, player148929, player9016, player199079",,1,0,1
15,team283,team211,2009-11-28,champ3,,,,,,,,,,,1,0,1
6,team161,team38,2014-09-27,champ4,"player149386, player185570, player184766","player81841, player74005, player103456, player139134",,"player193979, player190898, player130744, player37778, player108866, player111302, player189274, player42817, player97378, player28165, player178116",,"player51058, player20854, player199605","player137681, player150495, player190774, player140267",,"player127000, player24766, player146871, player94998, player5636, player188014, player23092, player49110, player149842, player121791, player96879",,0,2,2
36,team350,team72,2011-05-11,champ13,"player108381, player34228, player185946",,"player8544, player185946","player75341, player198760, player40291, player8544, player146405, player35357, player188419, player74713, player100903, player131837, player6699",,"player6923, player114147, player7047",,"player159015, player166313, player16609","player159267, player122955, player51955, player156906, player174778, player192843, player16609, player111494, player110693, player166313, player65025",,2,2,0
29,team135,team266,2013-03-09,champ2,,,,,,,,,,,3,1,1
30,team302,team209,2013-03-30,champ6,,,,,,,,,,,3,5,2
19,team188,team89,2011-01-22,champ4,,,,,,,,,,,0,1,2
28,team351,team235,2015-04-13,champ10,,,,,,,,,,,1,0,1
24,team322,team27,2010-01-30,champ2,,,,,,,,,,,0,2,2
1,team265,team143,2015-08-23,champ6,,,,,,,,,,,5,2,1
17,team336,team75,2011-12-17,champ4,"player60746, player18792, player107795",,"player146068, player190487","player179446, player134546, player187470, player190487, player55765, player196732, player196225, player110976, player146068, player143553, player196060",,"player12328, player180945",,"player68363, player187191","player36914, player187191, player38355, player123738, player142899, player202105, player68363, player176465, player17029, player151336, player140267",,5,0,1
5,team29,team249,2015-09-23,champ13,"player149145, player67085, player166009","player209119, player206642, player48383, player69955","player170315, player21836","player70390, player95705, player158020, player208260, player15889, player21944, player170315, player146239, player155839, player211557, player3920",,"player191826, player73271","player79002, player124724, player11733, player101346, player198330","player152301, player137575, player91252","player123382, player33641, player137575, player109113, player77402, player91252, player84419, player116989, player152301, player21332, player70941",,1,2,2
25,team330,team93,2015-03-14,champ4,"player206271, player156612, player156862","player45827, player174119, player197388, player191668",player200495,"player18673, player24301, player82170, player19692, player141456, player184908, player203072, player200495, player154123, player201385, player185736",,"player3122, player80458, player193465","player210904, player113031, player47044, player154157","player68807, player70563","player61040, player147641, player36341, player132418, player58869, player68807, player202835, player70563, player23632, player47504, player130709",player61040,3,0,1
17,team33,team60,2014-12-20,champ4,"player87740, player184684, player174448","player42414, player211402, player178079, player203434","player74763, player14449, player87740","player106860, player83008, player14449, player74763, player36016, player185626, player14983, player6835, player25002, player80633, player207823",,"player191769, player175895, player56187","player188920, player35053, player203031, player127332","player175769, player89949","player166369, player28699, player59764, player210137, player91473, player89949, player4164, player87796, player189462, player54212, player194655",,2,1,1
31,team29,team30,2014-03-29,champ13,,,,,,,,,,,1,2,2
25,team33,team215,2013-03-08,champ4,,,,,,,,,,,1,2,2
20,team164,team232,2018-02-03,champ5,,,,,,,,,,,0,0,0
20,team13,team247,2016-12-18,champ0,,,,,,,,,,,3,1,1
14,team221,team201,2009-11-21,champ3,,,,,,,,,,,2,0,1
4,team43,team279,2012-09-01,champ3,,,,,,,,,,,0,3,2
19,team195,team5,2016-12-10,champ0,,,,,,,,,,,2,0,1
34,team163,team201,2015-04-26,champ3,,,,,,,,,,,0,3,2
15,team307,team283,2013-11-30,champ3,,,,,,,,,,,5,1,1
27,team205,team44,2017-02-18,champ1,,,,,,,,,,,1,2,2
21,team133,team200,2010-01-24,champ6,"player119589, player16142, player87854","player174180, player91934, player110843, player12328","player102164, player165721, player120280","player65337, player102164, player104032, player157858, player158825, player56731, player120280, player75245, player165721, player114854, player134038",player102164,"player66293, player209817, player196060","player1160, player73843, player69357, player56691, player185023","player181431, player19728, player177537","player57921, player181431, player1159, player177644, player10535, player41725, player140152, player8577, player19728, player152125, player26492",,2,0,1
37,team310,team78,2011-05-15,champ2,,,,,,,,,,,3,2,1
6,team33,team99,2014-09-28,champ4,"player80633, player184684, player193604","player106860, player211402, player207823, player110712","player56404, player87740","player192691, player83008, player14449, player74763, player36016, player87740, player14983, player35788, player6835, player25002, player56404",,"player202933, player201163, player20645","player30219, player126386, player190557, player31821","player90295, player194504, player190855, player152570","player90295, player190855, player152570, player136930, player194504, player200733, player102239, player124938, player74410, player189813, player22679",,1,0,1
19,team6,team330,2013-01-26,champ4,,,,,,,,,,,2,1,1
1,team283,team21,2010-08-07,champ3,,,,,,,,,,,2,1,1
8,team62,team48,2014-10-26,champ10,,,,,,,,,,,2,1,1
3,team55,team175,2011-09-18,champ6,"player87259, player145621, player78702",,"player119205, player138096, player119833","player64189, player119205, player100363, player144626, player142192, player143698, player138131, player119833, player56899, player57502, player5176",,"player23202, player168870, player87809",,"player139177, player91868","player65356, player207798, player91868, player174493, player128828, player113708, player54285, player139177, player47271, player57045, player135592",,0,2,2
23,team133,team212,2012-02-12,champ6,"player136027, player186013, player123467",,,"player65337, player87854, player56731, player102164, player81938, player167847, player7412, player141529, player75245, player165721, player114882",,"player118768, player139098, player136142",,"player142176, player144685, player118768","player179095, player42433, player98324, player52434, player41556, player198011, player148400, player142176, player144685, player63814, player77225",player144685,0,1,2
9,team224,team238,2017-10-29,champ5,,,,,,,,,,,2,0,1
21,team326,team108,2015-02-05,champ8,,,,,,,,,,,2,2,0
1,team23,team154,2014-08-16,champ2,"player117962, player64560, player130269","player109631, player85057, player152817, player93926","player197651, player79340","player203838, player43014, player89723, player52037, player12818, player178636, player155338, player79340, player197651, player158551, player159174",,"player52349, player42347, player128253","player191421, player104973, player31385, player121903","player134428, player199697, player81329","player167495, player180122, player189546, player62687, player81329, player25848, player97027, player134428, player54553, player93996, player199697",player134428,2,1,1
4,team187,team112,2016-08-27,champ12,,,,,,,,,,,0,0,0
12,team279,team179,2009-10-31,champ3,,,,,,,,,,,0,1,2
2,team50,team276,2013-08-25,champ13,,,,,,,,,,,1,2,2
37,team258,team139,2010-05-09,champ6,,,,,,,,,,,2,1,1
4,team72,team276,2012-09-15,champ13,"player32964, player137921, player148910",,"player135187, player17576, player145414","player58245, player164717, player145414, player17576, player154291, player182419, player36873, player135187, player88716, player65025, player166313",,"player211446, player22857, player133559",,"player69434, player72665","player188281, player106002, player94597, player176895, player72665, player132648, player5871, player91080, player13943, player69434, player13412",,2,1,1
18,team295,team326,2016-01-15,champ8,,,,,,,,,,,4,0,1
3,team214,team322,2013-08-31,champ2,"player48575, player72109, player147774","player205423, player50078, player45760, player8693","player72109, player20488","player91587, player86142, player158825, player10160, player209700, player164872, player20488, player107443, player52037, player164568, player8753",,"player28269, player170825, player150437","player208044, player77012, player51628, player24817","player135296, player148746","player168558, player148798, player189546, player196414, player149474, player162795, player80398, player22118, player154271, player21602, player135296",,1,0,1
21,team206,team1,2016-01-30,champ8,,,,,,,,,,,0,3,2
12,team100,team335,2016-12-04,champ10,,,,,,,,,,,1,1,0
16,team27,team192,2013-12-15,champ2,"player32139, player84560, player15670","player168476, player41177, player174528, player18893","player2014, player100548, player83122, player19473","player48733, player19473, player83225, player101973, player100548, player205688, player130516, player36222, player163332, player2014, player21744",,"player209629, player185233, player66110","player98553, player31697, player183000, player181209",player180924,"player212043, player204312, player55612, player204140, player146634, player43233, player83465, player32376, player210061, player180924, player154669",,0,3,2
2,team309,team233,2013-09-01,champ6,,,,,,,,,,,3,1,1
16,team96,team57,2013-12-04,champ3,,,,,player25092,,,player131305,,player131305,0,1,2
26,team144,team41,2010-02-27,champ6,,,,,,,,,,,4,0,1
18,team60,team38,2012-01-20,champ4,"player51764, player108749, player97193",,player11461,"player202722, player62557, player28699, player127332, player203031, player151466, player127064, player11461, player210137, player191769, player189686",,"player5636, player146871, player100971",,,"player127000, player24766, player94998, player210583, player14736, player173386, player149842, player91252, player200351, player121791, player44929",,3,1,1
26,team11,team152,2013-04-29,champ11,,,,,,,,,,,2,3,2
1,team330,team215,2013-08-10,champ4,,,,,,,,,,,2,2,0
1,team186,team294,2014-07-20,champ14,,,,,,,,,,,1,1,0
4,team227,team178,2009-08-30,champ3,,,,,,,,,,,3,0,1
21,team215,team40,2011-02-05,champ4,,,,,,,,,,,1,0,1
19,team116,team42,2015-01-18,champ13,"player151003, player175533, player101582","player103037, player69598, player96272, player37209",player175533,"player181419, player162893, player100751, player100249, player22188, player112610, player59789, player195525, player93498, player148674, player72786",,"player18130, player146871, player136476","player172435, player118277, player161440, player3744",player18130,"player27541, player50225, player139541, player30439, player69884, player110391, player6984, player145254, player169337, player113939, player125345",,0,4,2
31,team309,team233,2012-04-07,champ6,,,,,,,,,,,3,1,1
11,team126,team339,2015-10-04,champ9,,,,,,,,,,,1,1,0
18,team169,team29,2013-01-05,champ13,"player76947, player10835, player195028",,"player67349, player116378","player120363, player122955, player195525, player16045, player97318, player205821, player134715, player153206, player41507, player67349, player116438",,"player8944, player109698, player102485",,"player3920, player44929, player109631","player70390, player70537, player205033, player95705, player170315, player48383, player207430, player211557, player44929, player120695, player3920",player95705,3,1,1
11,team177,team28,2013-11-03,champ6,,,,,,,,,,,1,0,1
28,team40,team89,2013-04-06,champ4,,,,,,,,,,,1,1,0
17,team326,team108,2015-12-19,champ8,,,,,,,,,,,2,1,1
6,team108,team1,2015-09-20,champ8,,,,,,,,,,,2,0,1
27,team214,team27,2015-02-28,champ2,"player177872, player138096, player48575","player38922, player10160, player48483, player12213",player37672,"player91587, player86142, player37672, player4501, player209882, player164872, player128608, player1399, player164568, player8693, player148332",,"player122453, player32139, player15670","player43164, player159247, player192185, player46944","player190256, player100548, player2014, player83122, player83465","player48733, player130098, player83225, player190256, player100548, player83465, player36222, player52603, player164075, player2014, player21744",,1,0,1
24,team203,team261,2014-12-08,champ11,,,,,,,,,,,0,1,2
14,team176,team213,2013-12-04,champ2,"player100818, player13412","player55725, player160263, player177138, player101490, player117138","player6603, player55220, player185055","player115637, player201695, player185055, player56091, player2075, player89449, player191287, player6603, player168383, player55220, player169337",,"player121991, player196092, player179080","player128124, player172613, player41319, player19720",player55843,"player144593, player109536, player55996, player130889, player21508, player18292, player194567, player182881, player195808, player147331, player205455",,5,1,1
14,team290,team205,2016-11-06,champ1,,,,,,,,,,,2,1,1
9,team233,team200,2013-10-27,champ6,,,,,,,,,,,3,2,1
21,team214,team135,2012-01-15,champ2,"player20488, player138539, player45760","player205423, player1399, player128608, player182907",,"player91587, player86142, player158825, player163813, player37672, player177872, player72109, player41792, player48483, player23526, player8753",,"player165350, player104644","player198197, player131624, player208202, player93940","player53803, player27169, player104644","player81561, player192130, player48792, player209494, player183028, player53803, player29537, player145031, player27169, player105067, player191030",,1,0,1
28,team79,team205,2016-02-27,champ1,,,,,,,,,,,2,2,0
29,team300,team120,2011-10-30,champ11,,,,,,,,,,,0,2,2
19,team350,team190,2010-01-24,champ13,,,,,,,,,,,1,1,0
26,team330,team75,2010-03-14,champ4,,,,,,,,,,,0,1,2
29,team202,team57,2014-03-16,champ3,,,,,,,,,,,1,1,0
9,team344,team102,2014-10-25,champ13,"player107163, player50398, player97248",,"player123285, player25160, player115433","player70635, player25160, player123389, player115433, player146078, player76591, player50337, player23449, player24817, player12690, player144006",,"player205658, player131691, player104080",,"player187528, player87854, player120800","player149940, player127963, player14558, player187528, player120800, player149180, player71177, player164626, player140424, player87885, player70643",,1,1,0
11,team98,team337,2014-10-18,champ1,,,,,,,,,,,2,2,0
31,team309,team144,2014-03-31,champ6,,,,,,,,,,,1,0,1
27,team39,team332,2016-04-10,champ14,,,,,,,,,,,2,2,0
19,team289,team349,2011-01-15,champ13,"player4658, player7412, player194035",,"player79884, player17716, player78867","player93424, player12372, player67508, player75930, player148238, player100326, player79913, player204434, player212277, player78867, player17716",,"player82112, player60802, player90630",,"player176163, player150620, player88453, player133981, player32937","player73900, player137289, player150634, player88453, player133981, player160815, player2332, player187218, player175482, player176163, player32937",,2,0,1
10,team39,team308,2014-09-27,champ14,,,,,,,,,,,1,1,0
3,team7,team288,2015-08-30,champ10,,,,,,,,,,,1,3,2
29,team39,team186,2015-04-26,champ14,,,,,,,,,,,1,2,2
22,team296,team190,2010-02-15,champ13,,,,,,,,,,,1,0,1
29,team183,team141,2015-03-14,champ3,,,,,,,,,,,2,1,1
15,team336,team33,2011-12-04,champ4,"player60746, player18792, player207680",,player113981,"player179446, player187470, player113981, player193465, player196732, player196225, player119189, player110976, player146068, player143553, player196060",,"player206879, player163996, player188935",,"player158513, player144962","player9030, player74763, player36016, player158513, player144962, player194504, player28378, player49604, player14983, player35788, player121940",,3,1,1
24,team178,team283,2014-02-08,champ3,,,,,,,,,,,2,0,1
35,team334,team266,2014-04-19,champ2,,,,,,,,,,,1,2,2
28,team40,team336,2010-03-27,champ4,,,,,,,,,,,0,2,2
34,team53,team214,2011-04-23,champ2,,,,,,,,,,,1,1,0
7,team1,team326,2015-09-26,champ8,,,,,,,,,,,3,1,1
25,team222,team181,2015-02-07,champ1,,,,,,,,,,,0,1,2
20,team277,team253,2016-12-28,champ12,,,,,,,,,,,1,1,0
37,team202,team178,2012-05-13,champ3,player4783,,"player209700, player25658, player64560","player65442, player25658, player209700, player68920, player19367, player167786, player72434, player156289, player180512, player64560, player74937",,"player153453, player89033, player28939",,,"player95403, player59144, player200660, player18956, player52037, player16255, player136257, player103507, player4106, player133497, player176803",,1,0,1
31,team33,team99,2014-04-19,champ4,,,,,,,,,,,0,0,0
10,team327,team326,2016-10-23,champ8,,,,,,,,,,,3,1,1
10,team313,team182,2013-09-26,champ11,,,,,,,,,,,0,3,2
28,team110,team91,2015-04-20,champ9,,,,,,,,,,,2,0,1
15,team40,team330,2011-12-02,champ4,"player151705, player144945, player132736",,"player79884, player53749","player97716, player200258, player73128, player79884, player187096, player20943, player170620, player15946, player203562, player82889, player53749",,"player121167, player67204, player201385",,"player14518, player156862","player202697, player36289, player19692, player56187, player86841, player38686, player162705, player37259, player156862, player14518, player116613",,2,0,1
4,team215,team33,2011-08-27,champ4,"player208311, player113164, player108866",,"player136950, player145258, player37903","player145258, player83884, player38432, player139868, player163684, player190557, player89746, player197752, player37903, player136950, player4423",,"player44054, player144962, player76740",,"player194504, player74763","player63214, player74763, player154320, player158513, player194504, player163996, player49604, player20126, player14983, player124938, player121940",,1,0,1
32,team266,team78,2014-03-31,champ2,,,,,,,,,,,1,2,2
25,team272,team166,2015-03-01,champ6,,,,,,,,,,,0,3,2
21,team305,team90,2012-01-14,champ2,"player54006, player153156","player91986, player18292, player90050, player98309, player133299",player13708,"player187044, player31214, player72763, player60533, player179487, player13708, player135296, player210904, player116989, player97634, player2920",,"player189714, player114990, player205488","player211207, player168511, player203906, player59636","player187128, player191482, player55843","player191421, player180018, player56129, player23133, player186533, player204462, player73593, player191482, player187128, player185344, player55032",,1,1,0
8,team260,team287,2011-05-07,champ11,,,,,,,,,,,0,0,0
15,team315,team14,2015-11-07,champ11,,,,,,,,,,,2,1,1
12,team160,team309,2012-11-11,champ6,,,,,,,,,,,2,2,0
1,team260,team297,2013-07-15,champ11,"player9160, player195723","player8632, player114949, player91754, player44521, player126217","player41889, player73726, player140882, player201097","player140882, player201097, player99483, player156667, player62036, player73726, player1876, player41889, player73995, player56881, player141704",,"player210435, player76273, player97041","player44166, player70426, player111626, player156195",player105572,"player45694, player132854, player183938, player92103, player180609, player3076, player67627, player140112, player105572, player6675, player96768",,2,1,1
31,team1,team115,2015-04-18,champ8,,,,,,,,,,,3,1,1
33,team211,team227,2015-04-18,champ3,,,,,,,,,,,1,3,2
14,team346,team128,2014-11-30,champ8,,,,,,,,,,,0,5,2
36,team220,team329,2013-05-11,champ13,,,,,,,,,,,1,0,1
29,team220,team329,2012-03-20,champ13,"player97248, player173291",,"player125497, player162432","player183268, player23396, player185132, player150341, player49985, player125497, player143799, player146239, player162432, player126483, player95059",,"player79182, player47988, player194940",,,"player117364, player80123, player106772, player153488, player32602, player39831, player149316, player58366, player116378, player96029, player114654",,0,0,0
8,team332,team294,2014-09-14,champ14,,,,,,,,,,,4,1,1
16,team152,team18,2011-06-26,champ11,,,,,,,,,,,2,2,0
10,team309,team258,2009-10-28,champ6,,,,,,,,,,,2,1,1
6,team80,team314,2015-09-19,champ8,,,,,,,,,,,3,1,1
26,team81,team328,2010-03-14,champ13,,,,,,,,,,,2,0,1
28,team258,team117,2012-03-19,champ6,,,,,,,,,,,1,0,1
26,team136,team336,2012-03-18,champ4,,,,,,,,,,,1,4,2
36,team307,team208,2014-05-04,champ3,,,,,,,,,,,1,1,0
24,team90,team176,2011-01-22,champ2,,,,,,,,,,,0,3,2
11,team1,team346,2014-11-02,champ8,,,,,,,,,,,3,3,0
11,team101,team326,2014-11-02,champ8,,,,,,,,,,,1,3,2
26,team309,team67,2011-02-20,champ6,,,,,,,,,,,0,0,0
18,team209,team55,2012-01-16,champ6,,,,,,,,,,,1,1,0
23,team235,team48,2016-02-20,champ10,,,,,,,,,,,1,3,2
28,team254,team279,2013-03-08,champ3,,,,,,,,,,,2,2,0
30,team102,team276,2015-04-08,champ13,,,,,,,,,,,1,1,0
4,team314,team108,2015-08-29,champ8,,,,,,,,,,,2,0,1
42,team158,team18,2012-05-02,champ11,,,,,,,,,,,2,2,0
36,team248,team274,2010-05-05,champ13,,,,,,,,,,,1,5,2
25,team192,team242,2010-02-06,champ2,,,,,,,,,,,5,0,1
23,team90,team176,2012-01-31,champ2,"player189714, player203906, player114990","player211207, player205488, player168511, player59636",player204462,"player191421, player180018, player56129, player23133, player71862, player186533, player204462, player73593, player187128, player185344, player55032",,"player200832, player78032, player13959","player59953, player84194, player81329, player51547","player2680, player19947, player2021","player137681, player194363, player201695, player56091, player2075, player191287, player167543, player2680, player19947, player94159, player73538",,0,3,2
32,team56,team192,2010-03-27,champ2,,,,,,,,,,,0,4,2
5,team191,team334,2014-09-21,champ2,"player159413, player123285, player102961","player72344, player83807, player53164, player124287","player183670, player155778, player163203, player177017","player190069, player86809, player106244, player155778, player85386, player177314, player115177, player183670, player163203, player2536, player54737",player155778,"player114478, player203562, player61105","player198588, player184535, player132043, player147774","player145621, player111099, player58117, player67813","player93032, player94365, player13592, player67813, player172849, player111099, player181390, player145621, player4106, player37399, player58526",,1,1,0
13,team73,team102,2012-11-24,champ13,"player30936, player42606, player159965",,player131943,"player207007, player137300, player15889, player154412, player154954, player131943, player131008, player7764, player203954, player138118, player107353",,"player185464, player111918, player100034",,"player26630, player21360","player174679, player127963, player163020, player134469, player26852, player21360, player149145, player174957, player70615, player205658, player131397",,1,0,1
19,team305,team291,2013-12-29,champ2,"player76931, player95257, player199535","player187044, player21665, player186882, player34690","player52933, player95257","player102815, player82612, player127474, player60533, player186652, player135858, player97634, player206855, player166313, player2920, player52933",,"player2680, player137206, player120495","player18478, player125708, player208094, player55822","player202592, player179940","player166875, player93826, player140352, player202592, player178356, player4739, player122320, player13630, player133684, player179940, player90205",,3,0,1
36,team266,team56,2012-04-28,champ2,"player205941, player28300",,player80302,"player45522, player17171, player172613, player82123, player80302, player85519, player128389, player105131, player162264, player81427, player21110",,"player116586, player83275, player34672",,,"player25243, player149190, player148951, player27280, player179019, player68047, player138896, player62351, player149289, player62261, player124885",,2,2,0
8,team341,team75,2009-10-04,champ4,,,,,,,,,,,0,2,2
31,team322,team191,2010-03-21,champ2,,,,,,,,,,,1,2,2
19,team135,team154,2014-12-28,champ2,"player33769, player145031","player104968, player131180, player183000, player184660, player111361",player18039,"player47044, player85684, player192130, player71007, player50900, player18039, player182881, player191482, player132360, player193212, player65870",,player93996,"player191421, player189546, player81329, player31385, player59636, player174264",player134428,"player167495, player180122, player107755, player62687, player52349, player25848, player66110, player104393, player97027, player134428, player54553",,0,0,0
30,team254,team208,2015-03-21,champ3,,,,,,,,,,,0,0,0
5,team33,team40,2012-09-26,champ4,,,,,,,,,,,1,3,2
27,team201,team227,2015-03-01,champ3,,,,,,,,,,,0,0,0
10,team77,team154,2013-11-02,champ2,"player22026, player209215, player39074","player62610, player100663, player142014, player151336",,"player104174, player130944, player148644, player104509, player55725, player119373, player27797, player8309, player120123, player162264, player99800",,"player134428, player25848, player42347","player142756, player107755, player128253, player184677",player174264,"player167495, player180122, player48792, player117394, player52349, player47870, player58890, player31385, player54553, player174264, player199697",,2,0,1
